Regression,Ologit Group,Variable (concept),Reference question (latest available wording),2013 column,2013 answers,2013 note,2014 column,2014 answers,2014 note,2015 column,2015 answers,2015 note,2016 column,2016 answers,2016 note,2017 column,2017 answers,2017 note
Main,"stc (status-comparison concern, next to fsp)",YAPTIGINIZ_IS_ONEM,"B52.7 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili yaptığınız işiniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_7,1 Önemli; 2 Orta; 3 Önemli değil,CALISMA_DURUM=1 veya 2 ise sorunuz,b52_7,1 Önemli; 2 Orta; 3 Önemli değil,CALISMA_DURUM=1 veya 2 ise sorunuz,YAPTIGINIZ_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,CALISMA_DURUM=1 veya 2 ise sorunuz,YAPTIGINIZ_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,CALISMA_DURUM=1 veya CALISMA_DURUM=2 ise sorunuz,YAPTIGINIZ_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,CALISMA_DURUM=1 veya CALISMA_DURUM=2 ise sorunuz
Main,"stc (status-comparison concern, next to fsp)",GELIR_DUZEY_ONEM,"B52.8 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili geliriniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_8,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,,b52_8,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,,GELIR_DUZEY_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,,GELIR_DUZEY_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,,GELIR_DUZEY_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,
Main,"stc (status-comparison concern, next to fsp)",DINI_INANCI_ONEM,"B52.9 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili dini inançlarınız hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_9,1 Önemli; 2 Orta; 3 Önemli değil,,b52_9,1 Önemli; 2 Orta; 3 Önemli değil,,DINI_INANCI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,,DINI_INANCI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,,DINI_INANCI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,
Main,"stc (status-comparison concern, next to fsp)",SIYASI_DUSUNCENIZ_ONEM,"B52.10 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili siyasi düşünceleriniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_10,1 Önemli; 2 Orta; 3 Önemli değil,,b52_10,1 Önemli; 2 Orta; 3 Önemli değil,,SIYASI_DUSUNCENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,,SIYASI_DUSUNCENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,,SIYASI_DUSUNCENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,
Main,"stc (status-comparison concern, next to fsp)",EGITIM_DURUMU_ONEM,"B52.11 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili eğitim düzeyiniz sizin için ne kadar önemlidir?",b52_11,1 Önemli; 2 Orta; 3 Önemli değil,,b52_11,1 Önemli; 2 Orta; 3 Önemli değil,,EGITIM_DURUMU_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,,EGITIM_DURUMU_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,,EGITIM_DURUMU_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,
Main,hhsize (household size),HH_BUYUKLUK,Hanehalkı büyüklüğü(Hanehalkı fert listesinde yer alanların tamamı),hhb,,,hhb,,,HH_BUYUKLUK,,,HH_BUYUKLUK,,,HH_BUYUKLUK,,
Main,rel (religiosity -- weak single-item proxy),DIN,B54.9 Din ile ne derece ilgilisiniz?,b54_9,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikrim yok,,b54_9,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,,DIN,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,,DIN,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,,DIN,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,
Events (separate regression),evt_life (major life events: marriage/divorce/childbirth/bereavement/health),EVLENDI,"B49.1 Son bir yılda, evlendim",b49_1,1 Evet; 2 Hayır,,b49_1,1 Evet; 2 Hayır,,EVLENDI,1 Evet; 2 Hayır,MEDENI_DURUM <> 1 ise sorunuz,EVLENDI,1 Evet; 2 Hayır,MEDENI_DURUM <> 1 ise sorunuz,EVLENDI,1 Evet; 2 Hayır,MEDENI_DURUM <> 1 ise sorunuz
Events (separate regression),evt_life (major life events: marriage/divorce/childbirth/bereavement/health),BOSANDI,"B49.2 Son bir yılda, boşandım",b49_2,1 Evet; 2 Hayır; 3 İlgili değil,,b49_2,1 Evet; 2 Hayır; 3 İlgili değil,,BOSANDI,1 Evet; 2 Hayır; 3 İlgili değil,,BOSANDI,1 Evet; 2 Hayır; 3 İlgili değil,,BOSANDI,1 Evet; 2 Hayır; 3 İlgili değil,
Events (separate regression),evt_life (major life events: marriage/divorce/childbirth/bereavement/health),COCUK_OLDU,"B49.3  Son bir yılda, çocuğum oldu",b49_3,1 Evet; 2 Hayır,,b49_3,1 Evet; 2 Hayır,,COCUK_OLDU,1 Evet; 2 Hayır,,COCUK_OLDU,1 Evet; 2 Hayır,,COCUK_OLDU,1 Evet; 2 Hayır,
Events (separate regression),evt_life (major life events: marriage/divorce/childbirth/bereavement/health),VEFAT,"B49.4 Son bir yılda, Ailemden vefat eden oldu",b49_4,1 Evet; 2 Hayır,,b49_4,1 Evet; 2 Hayır,,VEFAT,1 Evet; 2 Hayır,,VEFAT,1 Evet; 2 Hayır,,VEFAT,1 Evet; 2 Hayır,
Events (separate regression),evt_life (major life events: marriage/divorce/childbirth/bereavement/health),SAGLIK_PROBLEM,"B49.8 Son bir yılda, Ciddi bir sağlık problemi yaşadım.",b49_8,1 Evet; 2 Hayır,,b49_8,1 Evet; 2 Hayır,,SAGLIK_PROBLEM,1 Evet; 2 Hayır,,SAGLIK_PROBLEM,1 Evet; 2 Hayır,,SAGLIK_PROBLEM,1 Evet; 2 Hayır,
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),KAPKAC,"B33.1 2013 yılında kapkaç, yankesicilik vb hırsızlık olayı yaşadınız mı?",b33_1,1 Evet; 2 Hayır,KAPKAC=2 ise B33.2'ye geçiniz,b33_1,1 Evet; 2 Hayır,KAPKAC=2 ise B33.2'ye geçiniz,KAPKAC,1 Evet; 2 Hayır,KAPKAC=2 ise B33.2'ye geçiniz,KAPKAC,1 Evet; 2 Hayır [KAPKAC=2 ise B33.2'ye geçiniz],,KAPKAC,1 Evet; 2 Hayır [KAPKAC=2 ise B34.2'ye geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),GASP,B33.2 2013 yılında gasp olayı yaşadınız mı?,b33_2,1 Evet; 2 Hayır,GASP=2 ise B33.3'e geçiniz,b33_2,1 Evet; 2 Hayır,GASP=2 ise B33.3'e geçiniz,GASP,1 Evet; 2 Hayır,GASP=2 ise B33.3'e geçiniz,GASP,1 Evet; 2 Hayır [GASP=2 ise B33.3'e geçiniz],,GASP,1 Evet; 2 Hayır [GASP=2 ise B34.3'e geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),DARP,"B33.3 2013 yılında yaralanma, darp olayı yaşadınız mı?",b33_3,1 Evet; 2 Hayır,DARP=2 ise B33.4'e geçiniz,b33_3,1 Evet; 2 Hayır,DARP=2 ise B33.4'e geçiniz,DARP,1 Evet; 2 Hayır,DARP=2 ise B33.4'e geçiniz,DARP,1 Evet; 2 Hayır [DARP=2 ise B33.4'e geçiniz],,DARP,1 Evet; 2 Hayır [DARP=2 ise B34.4'e geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),FERT_KOTU,B33.4 2013 yılında aile fertlerinizin  herhangi birinden  kötü muamele gördünüz mü,b33_4,1 Evet; 2 Hayır,FERT_KOTU=2 ise B33.5'e geçiniz,b33_4,1 Evet; 2 Hayır,FERT_KOTU=2 ise B33.5'e geçiniz,FERT_KOTU,1 Evet; 2 Hayır,FERT_KOTU=2 ise B33.5'e geçiniz,FERT_KOTU,1 Evet; 2 Hayır [FERT_KOTU=2 ise B33.5'e geçiniz],,FERT_KOTU,1 Evet; 2 Hayır [FERT_KOTU=2 ise B34.5'e geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),TEHDIT,"B33.5 2013 yılında herhangi bir nedenden dolayı şantaj, tehdit olayı yaşadınız mı?",b33_5,1 Evet; 2 Hayır,TEHDIT=2 ise B33.6'ya geçiniz,b33_5,1 Evet; 2 Hayır,TEHDIT=2 ise B33.6'ya geçiniz,TEHDIT,1 Evet; 2 Hayır,TEHDIT=2 ise B33.6'ya geçiniz,TEHDIT,1 Evet; 2 Hayır [TEHDIT=2 ise B33.6'ya geçiniz],,TEHDIT,1 Evet; 2 Hayır [TEHDIT=2 ise B34.6'ya geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),MAGDURIYET,B33.6 2013 yılında cinsel suçlardan dolayı mağduriyet yaşadınız mı?,b33_6,1 Evet; 2 Hayır,MAGDURIYET=2 ise B33.7'ye geçiniz,b33_6,1 Evet; 2 Hayır,MAGDURIYET=2 ise B33.7'ye geçiniz,MAGDURIYET,1 Evet; 2 Hayır,MAGDURIYET=2 ise B33.7'ye geçiniz,MAGDURIYET,1 Evet; 2 Hayır [MAGDURIYET=2 ise B33.7'ye geçiniz],,MAGDURIYET,1 Evet; 2 Hayır [MAGDURIYET=2 ise B34.7'ye geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),DOLANDIR,B33.7 2013 yılında dolandırıcılık sebebiyle herhangi bir  mağduriyet yaşadınız mı?,b33_7,1 Evet; 2 Hayır,DOLANDIR=2 ise B33.8'e geçiniz,b33_7,1 Evet; 2 Hayır,DOLANDIR=2 ise B33.8'e geçiniz,DOLANDIR,1 Evet; 2 Hayır,DOLANDIR=2 ise B33.8'e geçiniz,DOLANDIR,1 Evet; 2 Hayır [DOLANDIR=2 ise B33.8'e geçiniz],,DOLANDIR,1 Evet; 2 Hayır [DOLANDIR=2 ise B34.8'e geçiniz],
Events (separate regression),evt_crime_ind (individual crime/mistreatment victimization),BASKASUC,B33.8 2013 yılında bunların dışında herhangi bir sebepten dolayı mağduriyet yaşadınız mı?,b33_8,1 Evet; 2 Hayır,BASKASUC=2 ise B34.1'e geçiniz,b33_8,1 Evet; 2 Hayır,BASKASUC=2 ise B34.1'e geçiniz,BASKASUC,1 Evet; 2 Hayır,BASKASUC=2 ise B34.1'e geçiniz,BASKASUC,1 Evet; 2 Hayır [BASKASUC=2 ise B34.1'e geçiniz],,BASKASUC,1 Evet; 2 Hayır [BASKASUC=2 ise B35.1'e geçiniz],
Events (separate regression),evt_crime_hh (household crime/property victimization),HIRSIZLIK,"H21 2013 yılında evinizden-işyerinizden hırsızlık, oto hırsızlığı, otodan hırsızlık ya da ev, tarla, bağ, bahçe vb. kasten zarar verme olaylarından dolayı mağduriyet yaşandı mı?",h21,1 Evet; 2 Hayır,HIRSIZLIK=2 ise H12.6'ya gidiniz,h21,1 Evet; 2 Hayır,HIRSIZLIK=2 ise H21.6'ya gidiniz,HIRSIZLIK,1 Evet; 2 Hayır,HIRSIZLIK=2 ise hane soru formu tamamlanmış olup fert soru formuna gidiniz,HIRSIZLIK,1 Evet; 2 Hayır [HIRSIZLIK=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz],,HIRSIZLIK,1 Evet; 2 Hayır [HIRSIZLIK=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz],
Events (separate regression),evt_crime_hh (household crime/property victimization),EV_HIRS,H21.1 2013 yılında evinizde hırsızlık oldu mu?,h21_1,1 Evet; 2 Hayır,EV_HIRS=2 ise H21.2'ye gidiniz,h21_1,1 Evet; 2 Hayır,EV_HIRS=2 ise H21.2'ye gidiniz,EV_HIRS,1 Evet; 2 Hayır,EV_HIRS=2 ise H21.2'ye gidiniz,EV_HIRS,1 Evet; 2 Hayır [EV_HIRS=2 ise H21.2'ye geçiniz],HIRSIZLIK=1 ise sorunuz,EV_HIRS,1 Evet; 2 Hayır [EV_HIRS=2 ise H21.2'ye geçiniz],HIRSIZLIK=1 ise sorunuz
Events (separate regression),evt_crime_hh (household crime/property victimization),IS_HIRS,H21.21 2013 yılında hanehalkınıza ait işyerinde hırsızlık yaşandı mı?,h21_21,1 Evet; 2 Hayır,IS_HIRS=2 ise H21.3'e gidiniz,h21_2_1,1 Evet; 2 Hayır,IS_HIRS=2 ise H21.3'e gidiniz,IS_HIRS,1 Evet; 2 Hayır,IS_HIRS=2 ise H21.3'e gidiniz,IS_HIRS,1 Evet; 2 Hayır,HIRSIZLIK=1 ve ISYERI_VAR=1 ise sorunuz,IS_HIRS,1 Evet; 2 Hayır,HIRSIZLIK=1 ve ISYERI_VAR=1 ise sorunuz
Events (separate regression),evt_crime_hh (household crime/property victimization),TARLA_HIRS,"H21.3 2013 yılında hanehalkınıza ait ev, araç, tarla, bahçe vb mallarınıza diğer kişiler tarafından kasten zarar verildi mi?",h21_3,1 Evet; 2 Hayır,TARLA_HIRS=2 ise H21.4'e gidiniz,h21_3,1 Evet; 2 Hayır,TARLA_HIRS=2 ise H21.4'e gidiniz,TARLA_HIRS,1 Evet; 2 Hayır,TARLA_HIRS=2 ise H21.4'e gidiniz,TARLA_HIRS,1 Evet; 2 Hayır [TARLA_HIRS=2 ise H21.4'e geçiniz],HIRSIZLIK=1 ise sorunuz,TARLA_HIRS,1 Evet; 2 Hayır [TARLA_HIRS=2 ise H21.4'e geçiniz],HIRSIZLIK=1 ise sorunuz
Events (separate regression),evt_crime_hh (household crime/property victimization),OTO_HIRS,"H21.412013 yılında hanehalkınıza ait otomobil, kamyon, motorsiklet, mopet vb motorlu aracınız çalındı mı?",h21_41,1 Evet; 2 Hayır,OTO_HIRS=2 ise H21.5'e gidiniz,h21_4_1,1 Evet; 2 Hayır,OTO_HIRS=2 ise H21.5'e gidiniz,OTO_HIRS,1 Evet; 2 Hayır,OTO_HIRS=2 ise H21.5'e gidiniz,OTO_HIRS,1 Evet; 2 Hayır [OTO_HIRS=2 ise H21.5'e geçiniz],HIRSIZLIK=1 ve OTO_VAR=1 ise sorunuz,OTO_HIRS,1 Evet; 2 Hayır [OTO_HIRS=2 ise H21.5'e geçiniz],HIRSIZLIK=1 ve OTO_VAR=1 ise sorunuz
Events (separate regression),evt_crime_hh (household crime/property victimization),MOTOR_HIRS,"H21.5 2013 yılında hanehalkınıza ait motorlu aracınızdan herhangi bir şey ( teyp, çanta vb.) çalındı mı?",h21_5,1 Evet; 2 Hayır,MOTOR_HIRS=2 ise H21.6'ya gidiniz,h21_5,1 Evet; 2 Hayır,MOTOR_HIRS=2 ise H21.6'ya gidiniz,MOTOR_HIRS,1 Evet; 2 Hayır,MOTOR_HIRS=2 ise H21.6'ya gidiniz,MOTOR_HIRS,1 Evet; 2 Hayır [MOTOR_HIRS=2 ise H21.6'ya geçiniz],HIRSIZLIK=1 ve OTO_VAR=1 ise sorunuz,MOTOR_HIRS,1 Evet; 2 Hayır [MOTOR_HIRS=2 ise H21.6'ya geçiniz],HIRSIZLIK=1 ve OTO_VAR=1 ise sorunuz
Events (separate regression),evt_crime_hh (household crime/property victimization),SUC,H21.6 Bunların dışında herhangi bir suçtan dolayı hanenizde mağduriyet yaşandı mı?belirtiniz,h21_6,1 Evet; 2 Hayır,SUC=2 ise H22'ye gidiniz,h21_6,1 Evet; 2 Hayır,SUC=2 ise hane soru formu tamamlanmış olup fert soru formuna gidiniz,SUC,1 Evet; 2 Hayır,SUC=2 ise hane soru formu tamamlanmış olup fert soru formuna gidiniz,SUC,1 Evet; 2 Hayır [SUC=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz],HIRSIZLIK=1 ise sorunuz,SUC,1 Evet; 2 Hayır [SUC=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz],HIRSIZLIK=1 ise sorunuz
Events (separate regression),evt_housing (housing quality/deprivation),CATI,"H12.1 Yaşadığınız konutta, sızdıran çatı, nemli duvar, çürümüş pencere çerçeveleri problemi var mı?",h12_1,1 Evet; 2 Hayır,,h12_1,1 Evet; 2 Hayır,,CATI,1 Evet; 2 Hayır,,CATI,1 Evet; 2 Hayır,,CATI,1 Evet; 2 Hayır,
Events (separate regression),evt_housing (housing quality/deprivation),KARANLIK,"H12.2 Yaşadığınız konutta, karanlık, yetersiz gün ışığı problemi var mı?",h12_2,1 Evet; 2 Hayır,,h12_2,1 Evet; 2 Hayır,,KARANLIK,1 Evet; 2 Hayır,,KARANLIK,1 Evet; 2 Hayır,,KARANLIK,1 Evet; 2 Hayır,
Events (separate regression),evt_housing (housing quality/deprivation),SU_BASKINI,"H12.3 Yaşadığınız konutta, yağmur yağınca kanalizasyon taşması/su baskını problemi var mı?",h12_3,1 Evet; 2 Hayır,,h12_3,1 Evet; 2 Hayır,,SU_BASKINI,1 Evet; 2 Hayır,,SU_BASKINI,1 Evet; 2 Hayır,,SU_BASKINI,1 Evet; 2 Hayır,
Events (separate regression),evt_housing (housing quality/deprivation),K_GURULTU,"H12.4 Yaşadığınız konutta, komşulardan gelen gürültü problemi var mı?",h12_4,1 Evet; 2 Hayır,,h12_4,1 Evet; 2 Hayır,,K_GURULTU,1 Evet; 2 Hayır,,K_GURULTU,1 Evet; 2 Hayır,,K_GURULTU,1 Evet; 2 Hayır,
Events (separate regression),evt_housing (housing quality/deprivation),S_GURULTU,"H12.5 Yaşadığınız konutta, sokaktan gelen gürültü problemi var mı?",h12_5,1 Evet; 2 Hayır,,h12_5,1 Evet; 2 Hayır,,S_GURULTU,1 Evet; 2 Hayır,,S_GURULTU,1 Evet; 2 Hayır,,S_GURULTU,1 Evet; 2 Hayır,
Events (separate regression),evt_housing (housing quality/deprivation),ELEK_KESINTI,"H12.6 Yaşadığınız konutta, elektrik kesintisi problemi var mı?",h12_6,1 Evet; 2 Hayır,,h12_6,1 Evet; 2 Hayır,,ELEK_KESINTI,1 Evet; 2 Hayır,,ELEK_KESINTI,1 Evet; 2 Hayır,,ELEK_KESINTI,1 Evet; 2 Hayır,
Events (separate regression),evt_housing (housing quality/deprivation),SEBEKE_SUYU_KESINTI,"H12.7 Yaşadığınız konutta, şebeke suyu kesintisi problemi var mı?",h12_7,1 Evet; 2 Hayır,KONUT_SEBEKE_SUYU=2 ise SEBEKE_SUYU_KESINTI boş olmaldıır-sorulmayacak,h12_7,1 Evet; 2 Hayır,KONUT_SEBEKE_SUYU=2 ise SEBEKE_SUYU_KESINTI boş olmalıdır-sorulmayacak,SEBEKE_SUYU_KESINTI,1 Evet; 2 Hayır,KONUT_SEBEKE_SUYU=1 ise sorunuz,SEBEKE_SUYU_KESINTI,1 Evet; 2 Hayır,KONUT_SEBEKE_SUYU=1 ise sorunuz,SEBEKE_SUYU_KESINTI,1 Evet; 2 Hayır,KONUT_SEBEKE_SUYU=1 ise sorunuz
Events (separate regression),evt_housing (housing quality/deprivation),ISINMA_PROBLEM,"H12.8 Yaşadığınız konutta, ısınma problemi var mı?",h12_8,1 Evet; 2 Hayır,,h12_8,1 Evet; 2 Hayır,,ISINMA_PROBLEM,1 Evet; 2 Hayır,,ISINMA_PROBLEM,1 Evet; 2 Hayır,,ISINMA_PROBLEM,1 Evet; 2 Hayır,
